LC,01312004,080329,5907,2055551236,2051118730,Y
LD,01312004,080739,494,2055551239,2801180808,Y
LD,01312004,081025,251,2055551230,6601122403,Y
LD,01312004,081436,6982,2055551230,6691119951,Y
LC,01312004,081553,802,2055551239,2051143880,Y
LD,01312004,082915,39,2055551239,6781128494,N
LD,01312004,082954,3900,2055551239,2081163384,Y
LC,01312004,083823,137,2055551234,2051141288,Y
LC,01312004,084040,1,2055551234,2051125211,N
LC,01312004,084041,2247,2055551234,2051157911,Y
LC,01312004,084901,23,2055551235,2051143705,N
LD,01312004,084924,12534,2055551235,6281196155,Y
LD,01312004,084935,3252,2055551237,7651133820,Y
LD,01312004,085004,6289,2055551232,9171108731,Y
LC,01312004,085138,5481,2055551238,2051134059,Y
LC,01312004,085905,5163,2055551231,2051112312,Y
LC,01312004,091808,6757,2055551234,2051127239,Y
LD,01312004,092025,3244,2055551233,3411134716,Y
LD,01312004,093454,4173,2055551239,2831119718,Y
LC,01312004,094156,3589,2055551236,2051147302,Y
LD,01312004,094347,6726,2055551237,8611109050,Y
LD,01312004,101058,3350,2055551230,3811154445,Y
LC,01312004,101429,6148,2055551233,2051148649,Y
LD,01312004,102259,3754,2055551238,8641142635,Y
LC,01312004,102508,6127,2055551231,2051147067,Y
LC,01312004,103233,2320,2055551235,2051110001,Y
LC,01312004,103453,4397,2055551232,2051122418,Y
LD,01312004,104145,6773,2055551236,9061148023,Y
LC,01312004,104427,17,2055551239,2051149932,N
LC,01312004,104444,2474,2055551239,2051139987,Y
LD,01312004,110648,799,2055551230,7171190272,Y
LC,01312004,111045,994,2055551234,2051159098,Y
LC,01312004,111113,6727,2055551235,2051156549,Y
LD,01312004,112007,7096,2055551230,9701174327,Y
LC,01312004,112533,3058,2055551238,2051140020,Y
LD,01312004,112558,2914,2055551239,7541141764,Y
LD,01312004,112719,3477,2055551234,2691109018,Y
LD,01312004,113553,12,2055551237,3861144071,N
LC,01312004,113605,4694,2055551237,2051141899,Y
LC,01312004,114810,6147,2055551232,2051145549,Y
LC,01312004,115657,5085,2055551233,2051159188,Y
LC,01312004,120715,1868,2055551231,2051141682,Y
LC,01312004,121432,5075,2055551239,2051119018,Y
LC,01312004,121631,24,2055551238,2051125623,N
LC,01312004,121655,6876,2055551238,2051125430,Y
LD,01312004,122516,3354,2055551234,6171101983,Y
LD,01312004,123438,9,2055551236,9521147022,N
LD,01312004,123447,5194,2055551236,9021133075,Y
LC,01312004,123823,395,2055551231,2051143118,Y
LC,01312004,124458,42,2055551231,2051122616,N
LC,01312004,124540,1404,2055551231,2051127085,Y
LC,01312004,125419,1957,2055551237,2051135134,Y
LC,01312004,130320,3215,2055551235,2051151646,Y
LC,01312004,130904,5430,2055551231,2051130344,Y
LD,01312004,131823,1739,2055551230,2781133062,Y
LD,01312004,132110,849,2055551234,4301151614,Y
LC,01312004,132142,6790,2055551233,2051145669,Y
LC,01312004,132656,1946,2055551237,2051130310,Y
LC,01312004,133037,990,2055551232,2051156667,Y
LD,01312004,133519,2462,2055551234,4201137677,Y
LC,01312004,133907,4225,2055551239,2051132725,Y
LC,01312004,134707,3625,2055551232,2051156587,Y
LC,01312004,134722,4787,2055551230,2051132990,Y
LD,01312004,135655,4463,2055551235,2071155456,Y
LD,01312004,135922,27,2055551237,7241185136,N
LD,01312004,135949,2011,2055551237,9801157804,Y
LC,01312004,140121,5962,2055551236,2051154882,Y
LD,01312004,141131,5571,2055551238,9041150188,Y
LD,01312004,141621,2703,2055551234,9701142235,Y
LC,01312004,143320,7040,2055551237,2051124173,Y
LC,01312004,143934,1063,2055551231,2051142310,Y
LC,01312004,144732,4885,2055551232,2051145145,Y
LD,01312004,144932,2644,2055551239,2041190918,Y
LD,01312004,145717,578,2055551231,6231165755,Y
LD,01312004,150124,5830,2055551234,5161133279,Y
LD,01312004,150655,1397,2055551231,9841105116,Y
LD,01312004,150709,2833,2055551230,7401150803,Y
LD,01312004,151118,342,2055551235,5861146978,Y
LD,01312004,151452,5714,2055551233,5851195353,Y
LC,01312004,151700,44,2055551235,2051137744,N
LC,01312004,151744,996,2055551235,2051143508,Y
LD,01312004,153012,15,2055551231,5801151078,Y
LC,01312004,153027,2571,2055551231,2051157135,Y
LC,01312004,153336,849,2055551239,2051130854,Y
LC,01312004,153420,2298,2055551235,2051142136,Y
LD,01312004,154043,846,2055551236,3361149676,Y
LC,01312004,154422,6024,2055551238,2051141228,Y
LC,01312004,154745,1231,2055551239,2051157883,Y
LD,01312004,155422,3241,2055551230,2891115895,Y
LC,01312004,155449,108,2055551236,2051124400,Y
LC,01312004,155637,6165,2055551236,2051116973,Y
LC,01312004,160816,827,2055551239,2051125198,Y
LC,01312004,160857,6521,2055551232,2051113703,Y
LD,01312004,161238,5522,2055551235,2561139268,Y
LD,01312004,161318,6226,2055551231,2391172084,Y
LC,01312004,162203,1094,2055551239,2051145845,Y
LD,01312004,163040,39,2055551237,7121166294,N
LD,01312004,163119,4093,2055551237,9051114561,Y
LD,01312004,163834,38,2055551234,8161193929,N
LD,01312004,163912,1755,2055551234,8641173607,Y
LD,01312004,164017,5191,2055551239,9071148745,Y
LD,01312004,164823,4328,2055551230,3101121698,Y
LD,01312004,165006,7,2055551233,8031162984,N
LC,01312004,165013,418,2055551233,2051136984,Y
LC,01312004,165711,1409,2055551233,2051158249,Y
LC,01312004,170827,15,2055551234,2051116138,N
LD,01312004,170842,6626,2055551234,2531167650,Y
LC,01312004,172040,6219,2055551233,2051147251,Y
LC,01312004,172446,6388,2055551238,2051123907,Y
LC,01312004,173922,1261,2055551236,2051159580,Y
LC,01312004,173932,4785,2055551237,2051132051,Y
LC,01312004,174440,4335,2055551235,2051110809,Y
LD,01312004,175704,987,2055551231,6091179961,Y
LC,01312004,175738,7,2055551232,2051137532,N
LD,01312004,175745,6071,2055551232,6281119960,Y
LC,01312004,180023,5835,2055551236,2051136557,Y
LC,01312004,180031,75,2055551230,2051147028,Y
LD,01312004,180146,1471,2055551230,9891146634,Y
LC,01312004,180648,6531,2055551239,2051130730,Y
LC,01312004,181331,6288,2055551231,2051142330,Y
LD,01312004,182617,2143,2055551230,8571181657,Y
LC,01312004,185655,2180,2055551235,2051124978,Y
LC,01312004,185908,5929,2055551234,2051124851,Y
LC,01312004,185917,4540,2055551237,2051138934,Y
LC,01312004,190200,2670,2055551230,2051134146,Y
LC,01312004,190419,30,2055551233,2051151125,N
LC,01312004,190449,42,2055551233,2051110443,N
LC,01312004,190531,3223,2055551233,2051146566,Y
LC,01312004,191114,3948,2055551238,2051135428,Y
LD,01312004,193315,1336,2055551235,3151153548,Y
LC,01312004,193738,4374,2055551236,2051139854,Y
LD,01312004,193856,3,2055551232,8621121735,N
LD,01312004,193859,5070,2055551232,6711133046,Y
LD,01312004,194630,22,2055551230,6781160191,Y
LC,01312004,194652,1169,2055551230,2051110309,Y
LC,01312004,195531,3992,2055551235,2051146515,Y
LC,01312004,195539,4864,2055551239,2051154401,Y
LC,01312004,195819,1813,2055551231,2051141968,Y
LD,01312004,195914,3707,2055551233,3051102587,Y
LC,01312004,200621,271,2055551230,2051159164,Y
LC,01312004,201052,6581,2055551230,2051151247,Y
LD,01312004,201457,1465,2055551237,6171119161,Y
LC,01312004,201702,5014,2055551238,2051125266,Y
LD,01312004,202832,41,2055551231,8571112206,N
LC,01312004,202913,7023,2055551231,2051130369,Y
LC,01312004,203757,1599,2055551234,2051121374,Y
LD,01312004,203922,297,2055551237,3341118221,Y
LD,01312004,204419,24,2055551237,4141148276,N
LD,01312004,204443,14,2055551237,4091163045,N
LD,01312004,204457,4514,2055551237,8781182435,Y
LC,01312004,205032,37,2055551236,2051157554,N
LC,01312004,205109,4133,2055551236,2051115547,Y
LC,01312004,210101,4240,2055551233,2051150401,Y
LD,01312004,210203,5873,2055551235,6711131546,Y
LC,01312004,210329,3293,2055551232,2051150206,Y
LC,01312004,210436,3,2055551234,2051144147,N
LC,01312004,210439,7061,2055551234,2051154009,Y
LC,01312004,211643,5752,2055551239,2051122869,Y
LD,01312004,214036,6213,2055551238,6821194023,Y
LD,01312004,215822,5200,2055551232,2171152754,Y
LD,01312004,220002,6966,2055551236,9311147882,Y
LD,01312004,220011,33,2055551237,7201115420,N
LC,01312004,220033,6033,2055551230,2051129335,Y
LC,01312004,220044,1263,2055551237,2051138042,Y
LD,01312004,221141,41,2055551233,2831196024,N
LC,01312004,221222,1343,2055551233,2051153369,Y
LD,01312004,222147,3394,2055551237,6511120160,Y
LD,01312004,222616,325,2055551231,2081192294,Y
LD,01312004,223141,12,2055551231,2761167177,N
LD,01312004,223153,1943,2055551231,7061135916,Y
LC,01312004,223445,2596,2055551233,2051136499,Y
LC,01312004,223956,3285,2055551235,2051148770,Y
LC,01312004,225235,4781,2055551239,2051115341,Y
LD,01312004,230220,5481,2055551234,6501139803,Y
LC,01312004,230416,12,2055551231,2051137452,N
LD,01312004,230428,6741,2055551231,7701199729,Y
LD,01312004,231801,10,2055551233,6151146484,N
LC,01312004,231811,3548,2055551233,2051134571,Y
LD,01312004,231821,328,2055551237,5701146838,Y
LD,01312004,232349,6114,2055551237,3181177670,Y
LC,01312004,232409,1766,2055551238,2051144139,Y
LD,01312004,232502,4072,2055551232,7521173721,Y
LC,01312004,233441,31,2055551235,2051119633,N
LC,01312004,233512,6141,2055551235,2051116318,Y
LC,01312004,234106,2754,2055551230,2051140293,Y
LD,01312004,235335,6331,2055551238,4251117473,Y
LD,01312004,235608,3819,2055551236,7151108648,Y
LD,02012004,001216,23,2055551239,2161174723,N
LD,02012004,001239,606,2055551239,6711175676,Y
LD,02012004,001719,40,2055551233,2041112762,N
LC,02012004,001759,2240,2055551233,2051136041,Y
LC,02012004,002245,5152,2055551239,2051127070,Y
LD,02012004,002700,4855,2055551230,7401170218,Y
LD,02012004,003254,439,2055551232,8061176100,Y
LD,02012004,003341,6032,2055551234,7121158024,Y
LD,02012004,004013,1932,2055551232,9751141775,Y
LC,02012004,005519,1932,2055551233,2051143313,Y
LD,02012004,005649,5758,2055551231,3211125762,Y
LC,02012004,005947,2249,2055551236,2051147808,Y
LD,02012004,010543,3331,2055551237,9391121993,Y
LD,02012004,011225,2207,2055551232,9281126333,Y
LD,02012004,011733,218,2055551235,2291195947,Y
LD,02012004,012111,3042,2055551235,2671142141,Y
LD,02012004,012731,23,2055551233,3311168002,N
LC,02012004,012754,4,2055551233,2051128115,N
LC,02012004,012758,1779,2055551233,2051157685,Y
LC,02012004,013716,5334,2055551236,2051159228,Y
LD,02012004,013906,52,2055551238,7741124132,Y
LD,02012004,013958,18,2055551238,9071194734,N
LC,02012004,014016,5378,2055551238,2051154920,Y
LD,02012004,014755,2376,2055551230,2601145684,Y
LD,02012004,014837,2406,2055551239,3301111324,Y
LD,02012004,014912,6143,2055551232,2811146430,Y
LC,02012004,015737,442,2055551233,2051132285,Y
LD,02012004,020114,4375,2055551237,3861116627,Y
LC,02012004,020459,383,2055551233,2051151139,Y
LD,02012004,021122,3641,2055551233,2701123735,Y
LC,02012004,021153,5756,2055551235,2051153210,Y
LC,02012004,021413,2633,2055551234,2051121584,Y
LC,02012004,022731,3532,2055551230,2051120130,Y
LC,02012004,022843,1596,2055551239,2051122752,Y
LC,02012004,023247,2246,2055551231,2051154356,Y
LC,02012004,025519,7134,2055551239,2051128021,Y
LC,02012004,025806,30,2055551234,2051139986,N
LC,02012004,025836,1438,2055551234,2051117388,Y
LD,02012004,030610,5543,2055551236,3831160044,Y
LD,02012004,030954,7010,2055551238,5611103298,Y
LC,02012004,031013,2008,2055551231,2051120697,Y
LD,02012004,031203,824,2055551233,4781177209,Y
LC,02012004,031409,2531,2055551237,2051133865,Y
LC,02012004,032234,2625,2055551234,2051131004,Y
LD,02012004,032547,4903,2055551233,7871171947,Y
LD,02012004,032623,4308,2055551230,6891130081,Y
LD,02012004,033135,353,2055551232,5411164751,Y
LD,02012004,033728,6013,2055551232,2091140115,Y
LD,02012004,034341,6796,2055551231,3831177299,Y
LC,02012004,034749,2800,2055551235,2051139389,Y
LD,02012004,035620,2443,2055551237,5041198083,Y
LC,02012004,040619,13,2055551234,2051111830,N
LC,02012004,040632,6753,2055551234,2051130622,Y
LD,02012004,043429,12,2055551235,6501178969,N
LC,02012004,043441,4630,2055551235,2051117600,Y
LC,02012004,043703,12,2055551237,2051128688,N
LD,02012004,043715,15,2055551237,3171183120,N
LC,02012004,043730,5106,2055551237,2051119753,Y
LC,02012004,043811,7058,2055551230,2051111242,Y
LC,02012004,043833,5868,2055551236,2051139157,Y
LD,02012004,044730,467,2055551233,9311159165,Y
LD,02012004,045413,5371,2055551239,7731141068,Y
LD,02012004,045517,1868,2055551233,8581131028,Y
LD,02012004,050644,4152,2055551238,2011179767,Y
LD,02012004,051741,4232,2055551232,4121137874,Y
LC,02012004,052625,4797,2055551233,2051134773,Y
LD,02012004,053657,5665,2055551231,7861115532,Y
LD,02012004,055151,2690,2055551235,2521119221,Y
LC,02012004,055905,26,2055551234,2051137271,N
LC,02012004,055931,3222,2055551234,2051117889,Y
LD,02012004,060236,4291,2055551237,4501176812,Y
LD,02012004,061556,5710,2055551238,2781135075,Y
LC,02012004,061621,5911,2055551236,2051121725,Y
LC,02012004,062344,4514,2055551239,2051158875,Y
LC,02012004,062813,4211,2055551232,2051118427,Y
LD,02012004,063549,5258,2055551230,5591130388,Y
LD,02012004,063641,721,2055551235,8451106178,Y
LC,02012004,064622,26,2055551233,2051124355,N
LD,02012004,064648,1993,2055551233,9051160476,Y
LD,02012004,064842,4505,2055551235,6151185661,Y
LD,02012004,065313,43,2055551234,9251173978,N
LC,02012004,065356,25,2055551234,2051145618,N
LD,02012004,065421,6790,2055551234,6141181300,Y
LC,02012004,071122,36,2055551231,2051149126,N
LD,02012004,071158,3721,2055551231,2051110392,Y
LC,02012004,071407,2297,2055551237,2051146192,Y
LD,02012004,072001,3118,2055551233,9121183859,Y
LD,02012004,073824,2616,2055551232,3511115796,Y
LC,02012004,073858,4912,2055551239,2051157903,Y
LD,02012004,075106,34,2055551238,9371103018,N
LD,02012004,075140,215,2055551238,6061148625,Y
LD,02012004,075224,7155,2055551237,5141159031,Y
LC,02012004,075452,874,2055551236,2051112648,Y
LD,02012004,075515,4909,2055551238,9591196195,Y
LC,02012004,080327,2174,2055551230,2051128848,Y
LC,02012004,080347,920,2055551235,2051122019,Y
LC,02012004,080926,5,2055551236,2051134796,N
LC,02012004,080931,7078,2055551236,2051120404,Y
LC,02012004,081159,3246,2055551233,2051111357,Y
LD,02012004,081359,44,2055551231,6151132562,N
LD,02012004,081443,18,2055551231,5641174991,N
LC,02012004,081501,4928,2055551231,2051123793,Y
LC,02012004,081907,2575,2055551235,2051143717,Y
LD,02012004,082200,376,2055551232,5621180410,Y
LC,02012004,082816,936,2055551232,2051140091,Y
LC,02012004,083941,3494,2055551230,2051136023,Y
LD,02012004,084352,36,2055551232,6091152561,N
LC,02012004,084428,6166,2055551232,2051155184,Y
LD,02012004,084731,3496,2055551234,8121189533,Y
LD,02012004,090050,7083,2055551239,6711195525,Y
LD,02012004,090202,5611,2055551235,8701141994,Y
LC,02012004,090605,3234,2055551233,2051130926,Y
LD,02012004,091704,1600,2055551238,6091169139,Y
LC,02012004,093709,33,2055551231,2051156504,N
LC,02012004,093742,3721,2055551231,2051113197,Y
LD,02012004,093755,4171,2055551230,2401138268,Y
LC,02012004,094344,5138,2055551238,2051139964,Y
LD,02012004,094547,3908,2055551234,2171134317,Y
LD,02012004,095139,3580,2055551237,3091137591,Y
LD,02012004,095959,17,2055551233,4251179806,N
LD,02012004,100016,1816,2055551233,9591156853,Y
LC,02012004,100729,7174,2055551236,2051150399,Y
LC,02012004,102714,5817,2055551232,2051112713,Y
LC,02012004,103032,3418,2055551233,2051147877,Y
LD,02012004,103533,44,2055551235,3271183988,N
LD,02012004,103617,2,2055551235,9051168890,N
LC,02012004,103619,5214,2055551235,2051131061,Y
LC,02012004,103943,1981,2055551231,2051129801,Y
LD,02012004,104726,3066,2055551230,7241127691,Y
LD,02012004,105055,5277,2055551234,2501114904,Y
LD,02012004,105119,5875,2055551237,5031199089,Y
LD,02012004,105853,1513,2055551239,2311140335,Y
LC,02012004,110922,98,2055551238,2051119490,Y
LD,02012004,111100,4082,2055551238,3021144449,Y
LD,02012004,111244,775,2055551231,8011148541,Y
LD,02012004,112406,672,2055551239,7341138821,Y
LD,02012004,112539,5920,2055551231,4791168669,Y
LC,02012004,112730,6770,2055551233,2051141900,Y
LC,02012004,113518,2289,2055551239,2051156001,Y
LD,02012004,113832,5519,2055551230,4171169567,Y
LC,02012004,120313,2561,2055551235,2051139625,Y
LD,02012004,120411,5171,2055551232,2621176615,Y
LD,02012004,120703,2602,2055551236,7201193830,Y
LD,02012004,121327,5092,2055551239,7871137869,Y
LC,02012004,121852,15,2055551234,2051131257,N
LC,02012004,121902,35,2055551238,2051131110,N
LC,02012004,121907,2721,2055551234,2051155003,Y
LD,02012004,121937,6779,2055551238,5091168897,Y
LD,02012004,122914,6714,2055551237,3021134956,Y
LC,02012004,124554,26,2055551235,2051141095,N
LC,02012004,124620,7027,2055551235,2051137360,Y
LC,02012004,125025,1873,2055551236,2051147151,Y
LD,02012004,130419,3191,2055551231,5151154829,Y
LD,02012004,130428,2491,2055551234,8431195971,Y
LC,02012004,131031,667,2055551230,2051123038,Y
LC,02012004,132020,18,2055551233,2051133939,N
LD,02012004,132038,1210,2055551233,6101127989,Y
LD,02012004,132138,4740,2055551236,3071184910,Y
LC,02012004,132138,1943,2055551230,2051127608,Y
LD,02012004,133022,6102,2055551232,2241181728,Y
LC,02012004,133819,3884,2055551239,2051134848,Y
LC,02012004,134048,4460,2055551233,2051145855,Y
LD,02012004,134559,2518,2055551234,2091101064,Y
LC,02012004,135401,5283,2055551230,2051133864,Y
LC,02012004,135730,26,2055551231,2051121587,N
LC,02012004,135756,1496,2055551231,2051135414,Y
LD,02012004,141236,2247,2055551238,2101146013,Y
LC,02012004,142108,3480,2055551237,2051149942,Y
LC,02012004,142252,5038,2055551231,2051133969,Y
LD,02012004,142757,4269,2055551234,8451122130,Y
LD,02012004,144038,6145,2055551236,7141165037,Y
LD,02012004,144303,4902,2055551239,6571122495,Y
LD,02012004,144327,2891,2055551235,2241155557,Y
LC,02012004,145003,1912,2055551238,2051145025,Y
LD,02012004,145508,27,2055551233,4101162630,N
LD,02012004,145535,5102,2055551233,3811139037,Y
LD,02012004,151204,1086,2055551232,7701192033,Y
LD,02012004,151908,6186,2055551237,2011155844,Y
LD,02012004,152155,6925,2055551238,5171100816,Y
LC,02012004,152204,4655,2055551230,2051129015,Y
LC,02012004,153010,2346,2055551232,2051157515,Y
LD,02012004,153138,18,2055551235,8451152681,N
LD,02012004,153156,1539,2055551235,4451131621,Y
LD,02012004,153906,2864,2055551234,9171190699,Y
LC,02012004,154650,3286,2055551231,2051144027,Y
LC,02012004,155735,2439,2055551235,2051122767,Y
LC,02012004,160445,2548,2055551239,2051152717,Y
LC,02012004,160916,3052,2055551232,2051131101,Y
LD,02012004,162037,5796,2055551233,3521175436,Y
LC,02012004,162303,4504,2055551236,2051130995,Y
LC,02012004,162650,4797,2055551234,2051138172,Y
LC,02012004,163814,1213,2055551235,2051127808,Y
LD,02012004,163939,3258,2055551230,6511144064,Y
LD,02012004,164136,6550,2055551231,6261185510,Y
LC,02012004,164713,1137,2055551239,2051155881,Y
LC,02012004,165827,1889,2055551235,2051117752,Y
LD,02012004,170008,1759,2055551232,7871184147,Y
LD,02012004,170214,6353,2055551237,7131119636,Y
LD,02012004,170610,4436,2055551239,3131113358,Y
LC,02012004,171720,14,2055551238,2051147305,N
LC,02012004,171734,7191,2055551238,2051133509,Y
LC,02012004,172927,3583,2055551232,2051143475,Y
LD,02012004,172956,7111,2055551235,5461183015,Y
LD,02012004,173357,5512,2055551230,2241136749,Y
LD,02012004,173807,1652,2055551236,9131137448,Y
LD,02012004,174647,5129,2055551234,8561132067,Y
LD,02012004,175713,44,2055551233,7271105764,N
LC,02012004,175757,612,2055551233,2051124010,Y
LD,02012004,180539,5471,2055551236,6261124596,Y
LD,02012004,180809,5738,2055551233,3041192022,Y
LC,02012004,182006,1383,2055551239,2051114073,Y
LC,02012004,182910,625,2055551232,2051138236,Y
LC,02012004,183046,4262,2055551231,2051140880,Y
LC,02012004,183935,5300,2055551232,2051155207,Y
LC,02012004,184309,6535,2055551239,2051126436,Y
LD,02012004,184807,6734,2055551237,2171133825,Y
LD,02012004,190549,15,2055551230,2761123800,N
LD,02012004,190604,2045,2055551230,2181133912,Y
LC,02012004,191216,4072,2055551234,2051144098,Y
LC,02012004,191725,4120,2055551238,2051117727,Y
LC,02012004,192827,5595,2055551235,2051147178,Y
LC,02012004,193650,6065,2055551236,2051157644,Y
LC,02012004,194009,4983,2055551230,2051143988,Y
LC,02012004,194148,2267,2055551231,2051133692,Y
LC,02012004,194347,6364,2055551233,2051123328,Y
LD,02012004,200755,410,2055551232,8301164760,Y
LD,02012004,201445,1231,2055551232,8651163712,Y
LC,02012004,201935,30,2055551231,2051144412,N
LD,02012004,202005,4496,2055551231,7061163301,Y
LC,02012004,202008,5821,2055551234,2051159340,Y
LC,02012004,202605,3795,2055551238,2051124671,Y
LD,02012004,203204,1563,2055551239,9081135013,Y
LC,02012004,203516,7038,2055551232,2051153063,Y
LD,02012004,204021,6507,2055551237,3051198530,Y
LD,02012004,205807,2916,2055551239,9131171331,Y
LD,02012004,210142,5855,2055551235,5131158513,Y
LC,02012004,210312,6785,2055551230,2051120552,Y
LD,02012004,211755,25,2055551236,2081135493,N
LD,02012004,211820,472,2055551236,5121144326,Y
LD,02012004,212612,5781,2055551236,6821157600,Y
LC,02012004,212920,4832,2055551238,2051128345,Y
LD,02012004,212951,560,2055551233,3831155315,Y
LC,02012004,213501,583,2055551231,2051112389,Y
LD,02012004,213911,1287,2055551233,8021165974,Y
LD,02012004,214444,370,2055551231,4231145598,Y
LC,02012004,214643,1566,2055551239,2051120324,Y
LD,02012004,215054,6601,2055551231,2151159689,Y
LD,02012004,215709,6967,2055551234,5741174134,Y
LD,02012004,220038,1966,2055551233,2401120427,Y
LD,02012004,221249,3295,2055551239,9351102044,Y
LD,02012004,222848,5261,2055551237,6601107879,Y
LC,02012004,223234,40,2055551232,2051125282,N
LC,02012004,223314,6681,2055551232,2051143441,Y
LC,02012004,223324,6886,2055551233,2051141995,Y
LC,02012004,223917,5036,2055551235,2051145783,Y
LD,02012004,224952,3158,2055551238,9561151650,Y
LC,02012004,225617,6551,2055551230,2051152026,Y
LC,02012004,230233,1332,2055551236,2051129056,Y
LC,02012004,230744,154,2055551239,2051145330,Y
LC,02012004,231018,4171,2055551239,2051140953,Y
LD,02012004,232445,6195,2055551236,5061172690,Y
LD,02012004,234055,2777,2055551231,6231103592,Y
LC,02012004,234230,3482,2055551238,2051146676,Y
LC,02012004,235316,6992,2055551234,2051129531,Y
LD,02012004,235629,571,2055551237,5181199653,Y
LC,02022004,000313,4729,2055551235,2051113995,Y
LD,02022004,000600,2150,2055551237,4251143122,Y
LC,02022004,001949,2850,2055551239,2051117029,Y
LD,02022004,002435,5079,2055551232,7041162626,Y
